building_id,mean,std,pct>18,pct<15
10312,16.4435,6.4515,47.69,41.18
10315,16.7260,6.3944,49.86,38.98
10316,15.9886,6.6005,45.11,43.46
10318,17.5148,6.3174,56.86,32.00
10323,14.3009,7.3644,38.09,53.31
10324,16.4158,7.0211,49.38,41.39
10330,14.9888,7.1804,40.85,49.57
10334,15.0428,7.1922,41.34,48.94
10337,13.9648,6.8365,33.97,56.95
10340,13.4494,7.4915,32.85,60.36
10349,13.6647,7.3630,34.31,58.22
10350,16.6285,7.2681,50.79,40.56
10354,12.3365,6.7300,26.11,64.95
10356,12.4790,6.9003,27.03,64.85
10357,11.8913,6.8442,23.82,69.12
10363,15.9323,6.9246,45.86,44.43
10366,15.8162,6.8257,44.01,45.29
10370,15.6086,7.6747,46.58,46.14
10371,12.7617,6.9158,27.58,63.76
10372,15.6770,7.1711,44.89,46.91
10376,14.4592,6.5569,35.44,52.66
10382,16.9430,6.3332,51.31,36.71
10386,15.1796,6.7007,39.50,49.36
10388,16.3988,6.6584,48.70,40.69
10394,14.6096,7.0012,37.99,52.29
10396,15.4047,6.9935,42.54,47.54
10401,17.1007,6.7416,50.82,39.49
10405,17.7502,7.0984,57.61,34.78
10417,16.0452,6.7084,45.72,43.34
10422,15.1574,7.1478,42.49,48.32
10430,14.1440,6.9075,35.49,55.36
10437,13.8220,7.7908,37.75,55.78
10447,17.1659,6.4083,52.79,35.71
10455,15.1933,7.0494,41.83,48.76
10456,14.4566,6.6279,36.51,52.23
10464,15.1735,6.4687,39.09,48.69
10477,12.0067,7.1408,26.39,66.93
10478,12.3840,7.2126,28.45,65.01
10483,11.7629,6.8611,23.74,69.91
10490,14.5620,7.0917,38.34,52.97
10491,17.1111,6.9337,52.20,39.04
10493,16.3467,7.0008,47.98,43.00
10495,15.8607,6.9444,44.22,46.39
10498,15.2610,6.9028,40.71,49.65
10504,16.5446,7.0409,49.53,41.62
10507,15.4060,6.9544,41.41,49.07
10515,11.1739,6.4117,20.76,71.11
10522,13.6406,6.7896,33.12,56.14
10524,14.4914,6.3887,35.68,52.32
10532,13.5489,6.6086,30.14,60.22
10535,14.9613,6.7560,39.83,50.05
10538,16.1423,6.5742,46.54,42.83
10541,13.5403,6.6178,30.11,60.13
10580,15.1404,7.2082,42.18,49.31
10584,13.2397,6.5594,28.50,61.20
10587,14.9875,6.7027,40.47,47.93
10588,9.1044,5.9339,13.74,81.29
10589,13.4135,6.4484,28.66,61.44
10593,13.4129,6.5871,29.59,60.03
10594,11.5854,6.4615,21.66,70.35
10604,14.2556,7.0550,36.46,53.11
10605,14.4582,6.6248,36.38,52.63
10608,15.1879,6.7024,40.50,48.45
10609,14.4115,6.6565,36.36,52.78
10611,12.3689,6.7748,26.14,66.41
10612,15.4860,6.4380,40.95,46.80
10614,15.5196,6.9625,44.10,46.20
10618,15.1525,6.8530,39.49,49.63
10628,12.1656,6.6671,24.77,65.70
10633,17.1031,7.0461,53.60,37.44
10634,18.3797,6.2284,61.38,28.61
10637,16.5246,7.1388,50.69,40.59
10649,13.9068,7.1417,34.78,56.76
10650,14.9104,7.1405,40.12,50.59
10651,14.9983,6.3589,38.33,49.94
10653,13.9487,7.1406,35.45,55.92
10655,14.7362,7.2396,41.25,50.90
10678,13.6879,6.9049,34.15,56.58
10682,10.2008,6.0129,15.95,77.51
10691,14.8472,6.6775,38.32,50.00
10692,13.6858,6.9086,32.37,59.39
10696,11.4393,6.9119,22.17,71.87
10700,13.0871,6.9409,29.79,61.83
10701,17.3657,6.3326,53.41,34.75
10702,16.8729,6.7106,50.75,38.92
10705,15.9293,7.0427,47.41,43.71
10706,16.2829,6.3830,47.05,40.24
10707,16.0268,6.6557,46.46,41.88
10708,14.3911,6.9189,37.05,52.70
10709,16.1002,7.0671,47.56,43.19
10712,14.7117,6.5665,37.61,51.34
10714,14.4296,6.8260,37.08,52.36
10715,12.6369,6.9882,29.38,62.52
10721,13.7468,7.0854,34.23,56.72
10722,14.6910,7.0062,38.29,51.89
10724,14.3142,6.8587,36.72,53.27
10726,13.6854,7.0509,32.31,58.67
10733,14.4567,7.2429,37.98,53.66
10737,14.0839,6.9290,34.36,56.92
10739,13.2768,6.7400,30.05,60.72
10742,16.4528,6.6404,47.17,42.40
10765,15.0834,6.9324,40.61,50.25
10769,16.3022,7.2321,48.08,43.58
10772,14.0049,7.2035,35.37,55.81
10773,16.2533,7.2537,48.13,43.71
10776,13.4314,6.9009,31.39,58.80
10782,16.9346,7.1981,52.44,39.86
10786,17.2476,6.8711,53.53,37.45
10790,15.4957,7.2434,42.87,48.62
10791,15.1910,7.0904,40.01,51.18
10793,14.1936,6.6518,34.73,55.48
10794,15.2505,7.0615,40.20,50.86
10797,14.6005,6.9043,37.50,53.70
10798,16.2833,6.9711,46.58,43.98
10799,14.3244,7.1743,35.67,56.14
108,16.9372,6.7317,51.10,38.99
10801,14.2041,6.5456,34.15,55.44
10803,17.7357,6.7406,56.39,34.19
10806,15.9111,6.4506,44.22,43.52
10821,18.9696,6.2254,65.04,26.08
10822,18.2899,6.7477,61.56,30.88
10823,18.5984,6.6792,62.02,30.22
10830,15.9195,7.4325,46.84,45.33
10834,12.8646,6.7226,27.41,64.21
10836,17.5344,7.3721,55.32,37.54
10841,15.9533,7.4091,46.89,45.29
10845,15.9626,7.4227,47.02,45.12
10849,12.9326,6.9092,29.01,63.08
10851,17.5970,7.4106,55.84,37.21
10853,12.5379,7.1370,28.39,64.62
10855,17.6088,7.3772,55.87,37.02
10865,13.0189,7.0232,30.43,61.67
10867,16.9936,7.5176,51.31,41.22
10869,12.8236,7.1105,29.66,62.87
10871,17.0447,7.4961,51.63,40.81
10874,17.5825,7.1146,55.69,36.41
10882,16.0102,7.2237,46.35,45.72
10884,17.8423,6.9280,57.68,34.17
10889,17.2046,7.1031,54.72,36.70
10890,16.7403,7.1593,51.23,40.33
10893,16.4307,7.0697,49.10,42.49
10895,16.0667,5.9435,42.23,43.39
10896,13.1525,7.0759,30.50,61.38
10905,17.5295,7.0678,55.92,36.08
10927,12.1170,7.4916,28.37,65.02
10929,11.8382,7.1941,25.24,68.11
10930,18.1548,7.1809,59.77,33.25
10931,13.9431,7.1553,34.73,57.16
10933,17.2641,7.0114,53.62,38.01
10941,13.7970,6.7030,33.00,56.58
10945,12.0280,6.2418,22.05,67.39
10946,13.1609,7.1443,30.84,60.94
10947,9.5966,5.5913,12.43,81.66
10949,15.7271,6.9948,44.77,46.20
10956,15.0627,7.0377,39.73,51.28
10957,14.7824,6.7595,37.57,51.76
10959,13.9811,6.9133,35.46,54.52
10961,18.2300,6.7306,60.01,30.78
10967,15.0802,6.7212,39.47,49.14
10970,17.1394,7.0034,53.54,37.59
10972,14.5287,6.5304,35.07,52.95
10973,14.9642,6.7394,38.73,50.61
10975,16.6403,6.5702,47.95,40.60
10977,15.5289,6.8178,42.10,46.96
10978,15.7754,7.0012,44.57,45.74
10980,16.3732,7.1136,47.81,43.83
10982,14.8781,7.1901,39.44,52.04
10985,18.1873,6.6487,59.58,30.69
10987,9.3944,5.4044,11.49,82.07
10989,17.5130,6.9438,55.62,36.17
1099,15.8531,6.5520,44.22,44.94
10993,15.8180,7.2088,45.04,46.25
10995,14.4505,7.0651,38.01,53.04
10997,17.7200,6.5513,56.03,35.29
11000,18.8550,5.4607,63.44,23.35
11009,13.7563,7.2903,35.64,55.70
1101,16.1814,6.9944,46.68,44.18
11012,13.7556,7.3178,35.71,55.78
11015,14.0302,7.5105,37.33,54.57
1102,14.4162,7.5741,39.95,52.79
11024,14.2237,6.6283,35.70,53.26
11032,15.5492,7.1295,43.49,47.18
11037,14.2522,7.6149,38.29,54.69
11038,15.6639,6.9888,43.40,47.18
11039,16.0770,6.9541,45.71,44.49
1104,16.2886,7.0586,47.16,42.96
11040,15.6498,6.9850,43.15,47.33
11041,16.0833,6.9685,45.72,44.78
11042,15.6819,7.0530,44.57,46.80
11043,17.3838,7.3230,55.02,37.07
11051,16.8288,7.1815,52.14,39.32
11057,14.7314,7.7017,40.53,50.58
11060,14.4724,7.1537,39.37,52.11
1107,17.8486,6.1900,57.25,31.68
11071,12.2175,6.8873,26.32,66.13
11075,12.5298,7.3519,29.88,63.54
11078,15.7760,6.7441,44.55,45.44
11079,11.7017,6.7552,23.75,68.55
1109,13.0693,8.8021,38.59,53.50
11090,11.4182,6.7116,23.33,69.55
11093,13.1914,7.0670,31.28,61.47
11096,13.7162,6.8208,32.70,58.38
1110,17.9342,6.1978,58.92,29.97
11100,11.6325,6.9261,24.59,68.91
11103,12.1009,5.6936,18.61,70.78
11104,11.2283,6.7149,22.29,69.76
11108,15.5033,8.3987,49.28,45.24
11117,16.0407,6.7415,44.35,46.09
11132,12.2956,7.3406,29.24,63.97
11133,13.7738,6.8827,33.43,57.14
11136,13.3318,6.6927,29.93,59.65
11137,13.4180,6.8897,30.55,60.26
11156,16.3052,7.4590,48.49,43.45
11160,14.9643,6.9729,39.62,51.01
11163,15.0101,7.0456,39.38,51.24
11164,15.1515,7.2662,42.30,49.03
11165,15.3615,7.1834,43.51,47.73
11168,16.0269,6.9800,46.85,43.54
11175,15.1265,7.2810,42.28,48.99
11176,15.9733,7.0022,46.70,43.78
11190,15.3136,7.1447,42.28,48.77
11192,13.7417,6.9170,33.95,57.14
11195,15.7183,7.2524,44.88,46.47
11198,13.7349,6.2784,29.64,57.03
11199,16.7711,6.2516,49.50,38.12
11200,13.4547,7.6157,34.36,58.93
11209,15.0128,6.8101,41.06,48.45
1121,11.5237,6.6436,21.88,70.67
11210,16.4642,6.8214,48.96,41.48
11215,14.4748,7.1665,37.32,53.74
11216,12.0778,6.2623,22.20,67.50
11218,15.4304,6.5541,41.46,47.75
11224,14.8673,6.4463,37.98,50.83
11225,14.7006,7.2455,39.86,51.34
11226,19.3703,6.3186,67.25,25.07
11227,17.2080,7.0169,53.33,37.57
11229,15.6913,6.5535,43.03,44.67
11240,18.2765,6.6760,60.03,31.56
11243,15.1839,6.4785,39.63,50.98
11244,18.7807,6.5965,62.90,28.82
11249,17.2309,6.6087,53.89,36.32
11253,14.5851,7.0895,37.95,53.34
11255,17.6326,6.4182,56.11,33.80
11258,13.4320,7.2974,32.52,60.48
11269,12.6932,7.1910,29.49,63.21
11271,16.8410,6.7271,51.39,39.26
11272,16.7311,7.6018,50.55,42.21
11283,14.0527,6.6064,34.23,54.62
11286,13.8011,6.6574,31.52,59.12
11395,17.5191,6.7403,55.24,35.67
11396,15.0045,6.9312,40.10,50.04
11399,14.5009,7.3282,40.70,49.76
114,15.0528,7.1083,40.50,50.60
11400,14.7820,6.9947,38.36,52.58
11404,16.4511,6.7308,47.89,42.01
11407,15.8118,6.9487,43.82,46.70
11414,16.0012,6.8912,45.71,44.64
11417,15.2619,7.3677,43.43,48.62
11418,16.8819,6.7852,50.90,39.61
11421,14.2069,6.9456,35.25,55.54
11424,12.9335,6.7516,27.90,63.12
11427,11.7743,7.0277,25.36,67.08
11430,11.3474,6.8725,23.21,69.53
11434,13.5340,7.4646,34.14,58.55
11437,13.5655,7.3146,33.76,58.85
11438,16.4417,6.5525,46.05,41.92
11439,17.4760,6.8405,54.87,36.58
11443,15.3362,7.7185,44.66,48.86
11449,18.2065,6.7240,59.78,32.15
11454,17.4229,7.4363,56.63,36.84
11456,16.8922,7.5453,54.37,39.24
11460,18.1921,6.7104,59.42,32.45
11463,18.3412,6.7026,60.74,31.37
11466,16.3230,6.8243,49.56,40.83
11470,16.6348,7.0329,50.29,40.95
11471,16.9213,7.0953,52.65,38.78
11474,15.5007,7.5008,44.51,48.32
11479,12.7876,6.6454,27.01,63.90
11480,14.0295,7.0209,35.55,55.10
11485,17.0183,7.0341,52.62,38.71
11489,15.2721,7.1465,41.57,49.25
11497,13.2315,7.0844,30.79,61.17
11498,12.2760,6.9612,27.05,65.17
11501,13.8983,6.5843,32.02,57.64
11509,14.4442,6.6668,35.36,54.95
11510,13.7941,6.7534,32.35,58.25
11511,15.2159,6.8293,39.57,50.86
11512,13.5869,6.6719,31.30,59.65
11513,13.9699,6.4985,30.87,59.36
11514,14.0059,6.8616,33.71,57.02
11515,13.6411,6.3827,28.87,61.21
11516,12.9613,6.9301,28.54,63.34
11523,15.4082,6.6317,41.38,48.34
11526,14.8352,7.1647,39.63,52.08
11574,14.0593,6.8769,34.44,56.22
11575,13.9332,6.7806,33.33,57.31
11580,21.0837,5.6015,77.95,16.23
11581,21.4614,5.4851,80.01,14.45
11604,17.6908,6.8962,56.71,34.55
11605,18.6776,6.4888,62.94,27.97
11613,19.7181,6.6190,69.83,24.13
11614,19.5839,6.5753,68.65,24.61
11621,18.3705,6.1044,62.07,28.04
11622,16.7215,6.5856,48.39,39.40
11639,13.6879,6.4575,31.08,58.40
11645,15.6616,6.9700,43.83,45.57
11647,13.7889,6.5513,31.82,57.44
11650,13.5288,6.6505,30.85,59.19
11669,15.9492,6.3315,44.87,43.10
11670,16.2434,6.0657,47.32,39.21
11672,16.0447,6.2892,47.29,40.53
11675,17.0582,6.1492,52.99,34.92
11676,15.4601,6.8617,43.31,47.07
11679,16.8825,6.7647,50.78,39.50
11681,12.7139,6.4241,25.33,65.77
11688,14.2883,6.8484,36.59,54.38
11691,15.0601,7.3445,42.01,50.14
11693,19.0502,6.6190,65.14,27.70
11695,17.6304,7.0333,56.84,35.07
11697,16.5977,6.3015,49.90,37.44
11701,18.1263,6.3686,60.13,30.68
11702,15.9794,7.2718,47.79,44.38
11705,15.8977,7.2757,47.48,44.57
11713,15.9319,7.3169,47.76,44.42
11717,16.8177,6.3289,51.08,36.25
11728,14.5753,6.9728,37.45,53.39
11729,14.7770,7.0556,38.66,52.22
11731,12.7067,7.2372,28.82,64.75
11732,12.4851,6.5302,25.18,66.28
11736,9.5918,6.5453,15.92,78.27
11737,10.4905,6.6694,18.31,75.44
11738,10.6607,6.7929,19.41,74.64
11739,9.6570,6.6894,16.20,78.40
11740,9.1949,6.2558,13.73,81.09
11780,13.4189,6.9888,31.28,60.63
11781,13.4413,6.6555,30.71,60.27
11783,12.6407,7.0338,28.13,65.03
11784,12.8801,6.8198,28.14,64.10
11786,14.2835,6.9324,35.44,55.73
11787,11.9244,6.8990,25.26,67.64
11808,16.5542,6.9190,50.03,40.58
11811,16.8112,6.5547,50.91,38.90
11812,16.8060,6.5776,51.24,38.62
11814,16.5759,6.5038,48.39,40.33
11816,17.8224,6.5073,57.75,33.11
11817,14.7997,6.4808,36.89,51.70
11818,17.3585,6.4372,54.59,34.84
11819,16.8536,6.4162,50.45,38.30
11824,15.6644,6.6665,43.44,44.86
11825,16.6069,6.3083,47.93,39.87
11826,16.6157,6.3178,47.75,39.81
11828,17.7416,6.5072,57.21,33.53
11829,17.7069,6.4964,57.02,33.64
1183,15.7553,7.1161,44.13,45.33
1184,12.4265,6.9206,27.92,64.21
11859,13.9440,6.4436,33.40,55.60
11868,12.2912,7.3832,28.85,64.24
11888,13.3518,6.9598,31.69,59.85
11904,15.4729,6.5171,40.76,47.68
11906,14.4277,6.4204,34.11,53.36
11908,15.4898,6.6805,41.55,45.11
11909,15.2388,6.7599,41.54,48.21
11912,17.9135,6.9377,57.34,33.98
11913,14.9538,6.6303,35.72,52.63
11914,18.7920,6.3543,61.34,28.48
11916,12.3953,7.2639,27.85,66.51
11931,16.5442,7.0058,49.69,41.50
11943,14.8818,7.5266,41.96,50.72
11960,15.9860,6.7493,45.61,44.03
11962,16.4770,7.2355,49.70,41.71
11964,15.7568,7.6543,47.29,45.14
11966,16.1161,7.4328,48.34,43.39
11967,18.7297,7.0163,62.67,30.61
11972,13.9757,6.9586,33.49,58.07
11973,16.1297,6.6567,46.23,43.21
11974,15.4996,7.1606,43.11,48.22
11975,18.6440,6.8450,63.05,29.72
11977,13.8331,7.0809,33.42,58.49
11988,16.8537,6.8101,51.00,39.37
11993,15.3915,6.5669,40.66,48.71
11994,12.7395,6.3300,26.58,62.53
11995,16.7825,6.9481,50.84,40.24
11997,15.2031,7.0822,42.15,49.00
11998,16.4190,7.0004,48.03,43.20
11999,15.7481,7.1749,44.37,47.22
1200,15.0386,7.3223,40.63,50.96
12000,16.2402,6.1272,40.80,42.34
12001,15.1193,6.6120,39.00,49.89
12002,15.5696,6.6168,41.91,46.95
12005,18.4087,6.3457,61.75,29.23
1201,14.3385,7.1399,37.45,54.41
12347,15.7975,6.6784,43.72,45.60
12354,16.6129,6.7448,49.67,39.87
12355,16.0923,7.0265,47.16,42.67
124,15.6028,6.8333,42.01,47.26
1243,11.9038,6.6566,23.78,67.68
1246,13.8586,6.5448,32.82,56.19
125,15.6353,6.4938,41.14,47.37
1259,15.4046,6.4244,40.99,46.02
1260,16.2886,6.9883,50.00,40.63
1261,16.5258,7.1551,49.76,41.32
12815,14.4111,7.1615,37.71,53.39
12871,16.3807,6.9132,49.31,41.73
12880,17.7052,6.4497,57.00,32.88
12881,16.9494,6.5183,49.97,36.75
12882,17.9866,6.5498,59.48,31.66
12888,12.1061,6.5206,23.74,66.48
12890,11.4346,6.7826,22.90,70.07
12894,11.6595,6.7454,23.97,68.34
1290,11.3341,7.0544,24.12,70.04
1291,10.3159,6.9148,20.49,74.23
12915,16.0427,6.9378,45.92,45.08
12945,16.2759,7.1519,48.35,42.33
12948,11.3133,5.5987,15.22,74.65
12949,6.8295,3.9992,4.52,93.34
12952,16.9922,7.0892,53.28,38.17
12955,13.6047,6.5274,31.29,57.86
12959,10.8352,6.1209,17.19,74.83
12962,11.0701,6.8001,20.69,72.31
12963,10.6314,6.2356,16.61,76.06
12964,14.0022,7.0059,34.51,56.46
12969,15.2643,6.7794,39.78,49.82
12974,12.3190,6.8793,25.80,66.00
12975,11.6080,6.7285,22.02,69.36
12976,15.7790,6.8081,43.44,46.00
12982,14.8067,7.1170,40.03,50.60
12983,14.7736,7.0806,38.82,50.80
12985,13.6568,6.8247,31.04,60.00
12986,11.3246,6.8394,22.12,70.98
12998,12.1870,6.9982,25.86,65.86
12999,11.4392,6.6424,21.09,70.82
13000,15.8737,6.7513,43.77,45.43
13006,14.8988,7.0923,40.22,49.87
13008,14.7783,7.0763,38.83,50.79
13010,13.6750,6.8314,31.12,59.92
13024,11.1795,6.4930,20.74,72.58
13031,13.5368,6.7487,30.16,61.33
13039,10.5853,6.2008,16.36,76.36
13040,13.5287,7.1471,32.52,58.42
13045,15.3600,6.7556,40.08,48.43
13052,14.0732,6.8153,32.80,57.25
13058,13.5553,6.9205,30.72,61.12
13067,15.3149,6.9037,41.79,48.81
13068,15.6189,7.1929,45.66,46.14
13076,17.3597,6.6423,55.37,35.41
13082,12.8315,6.4900,25.75,64.86
13089,16.8991,6.8287,52.47,38.47
13092,14.2789,7.5979,37.81,55.99
13097,12.0491,6.4004,21.96,70.06
13117,13.7538,7.1904,34.80,56.25
13132,14.2436,6.5608,35.22,54.81
13143,16.1478,6.3542,44.75,41.78
13144,14.7908,6.4642,37.82,51.72
13162,17.0189,6.7930,52.90,37.40
132,11.5235,6.3648,21.03,71.89
13203,14.8066,6.8830,37.20,53.21
13204,15.1399,7.3639,41.45,50.52
1321,13.8166,7.2173,34.41,56.87
13214,14.3319,6.4382,32.86,55.96
1322,13.4642,6.9759,31.56,59.16
1323,15.2190,7.4570,43.62,48.54
13240,17.6743,6.3674,56.02,32.92
13244,17.1587,6.2283,51.29,36.71
13255,15.0161,6.9979,40.93,49.51
13257,12.2734,6.4439,23.70,69.20
1326,13.5365,6.9823,32.68,59.21
1327,12.0732,7.7006,29.83,64.79
13273,15.6979,6.5874,43.83,44.45
13275,11.7041,6.4561,21.78,71.36
1328,14.0724,7.5121,38.52,54.07
13280,10.7535,5.8169,15.85,74.80
13281,11.5355,6.2030,20.34,72.02
13288,15.3769,6.7584,42.37,47.58
13294,14.6177,7.0000,36.54,54.03
13297,20.4780,6.0760,76.89,18.38
13298,16.4767,6.7568,48.07,40.97
13299,16.5910,6.7808,49.46,40.00
133,11.8001,6.8384,23.87,69.83
1330,13.0871,7.4723,32.51,60.60
13300,14.2910,6.7322,34.53,55.80
13302,17.5089,6.9794,55.39,36.46
1331,14.2456,6.6144,35.72,54.07
13312,16.9958,6.9526,51.84,39.16
1332,14.9757,6.4182,36.94,48.02
13320,17.8676,6.6657,58.38,32.48
13332,15.8236,6.6584,42.89,46.98
13333,15.5445,6.9246,41.40,48.76
13335,15.1034,6.8625,40.75,49.68
13343,12.9848,7.4226,31.06,62.27
13344,14.9170,6.4850,37.32,50.83
13345,13.9272,6.6960,33.00,55.99
13346,12.1688,5.9372,19.33,65.05
13366,15.8983,6.8515,46.01,43.88
13369,15.2445,6.3891,40.25,47.82
13370,15.1961,6.3277,39.85,47.83
13372,14.7398,6.3361,36.72,50.81
13374,14.8204,7.5044,40.24,52.29
13388,18.4745,6.3487,63.09,28.51
13389,15.5467,7.2788,45.54,46.58
1339,14.2445,6.0286,28.86,57.40
13390,15.2114,6.9990,43.00,46.35
13408,13.9923,7.1510,35.42,56.08
13413,14.0170,7.1251,35.43,56.07
13419,13.6151,6.9963,32.41,59.67
13425,12.7771,6.9598,28.71,64.04
13431,13.1848,6.8948,29.50,60.92
13432,13.5073,6.9961,31.88,59.88
13433,12.5840,6.6990,26.41,64.57
13439,11.5536,6.3015,20.45,71.24
13444,10.9755,5.7373,16.15,76.36
13485,11.4031,7.2695,27.07,66.29
13488,17.1032,6.7758,52.46,38.02
13491,10.5940,7.1980,21.62,72.06
13528,12.7838,6.8916,28.76,62.75
13533,11.1130,7.5446,25.73,69.21
13539,15.2005,6.1558,36.95,48.79
13540,15.9904,6.4585,44.32,43.70
13541,13.6150,6.8759,32.42,59.36
13544,12.3353,6.1412,23.38,67.00
13548,16.1736,6.7963,46.14,43.80
1355,12.9562,6.2293,25.58,62.68
13551,16.1555,6.8045,46.07,43.86
13554,14.2027,6.8492,34.10,56.09
13557,13.9142,7.2606,34.40,57.06
13558,14.9360,7.0102,40.21,50.33
1356,15.5590,6.3331,40.47,45.61
13566,13.9373,6.7014,31.25,60.77
13568,14.9915,7.3855,42.32,49.22
13569,14.6631,6.6369,36.84,52.78
1357,12.8043,6.6904,27.55,64.95
13577,15.3669,6.5128,40.35,49.04
13579,15.2871,6.4448,38.30,48.96
13594,14.8406,7.2250,38.08,53.13
13595,16.8606,6.8113,48.10,41.97
13597,13.4069,6.8839,31.02,60.72
13599,14.0663,6.7589,33.47,57.44
136,13.1187,7.0326,29.84,62.31
1360,13.9061,6.2331,29.03,59.36
13600,14.1669,6.6404,32.81,58.01
1361,11.7304,6.4876,25.03,66.38
13617,16.7278,6.7499,49.95,40.34
13618,16.5617,6.5261,48.85,40.45
13620,14.4828,7.0337,37.14,53.49
13625,15.7684,6.9534,44.77,45.49
13628,19.0214,6.9006,66.02,27.31
13629,11.1345,7.4275,25.23,69.89
1363,11.8034,6.5358,25.68,65.66
13638,15.6175,6.9843,43.69,47.02
13644,11.6597,7.3245,25.74,68.85
13647,12.4861,7.3755,28.92,64.39
13650,12.2782,7.3935,28.22,65.47
13653,11.9429,7.4314,26.90,67.45
1366,14.4338,6.4025,35.69,52.76
13661,12.1029,6.8169,25.35,67.19
13662,13.0631,6.7557,29.28,62.08
13664,12.7691,6.1811,24.62,65.79
13666,14.7335,6.7821,37.93,52.60
1367,11.7092,7.1371,25.09,69.01
1368,14.6592,6.6690,36.37,52.32
13680,12.3332,6.6059,25.13,67.48
13688,14.4862,7.1838,37.39,53.87
1369,8.7068,5.3477,9.66,86.37
13694,15.7073,6.7487,42.26,45.10
13697,17.0816,6.6756,52.76,37.47
13698,16.1281,7.0176,47.74,42.50
13699,16.6004,6.1685,46.74,39.76
1371,11.1243,6.4671,20.54,72.21
13716,13.2231,6.6790,28.62,62.30
13717,14.3964,6.5734,34.07,54.46
13719,14.3342,5.8599,30.13,52.47
1372,13.5482,6.8363,30.88,60.01
13720,13.6567,6.9397,31.86,58.21
